id,Elevation,Aspect,Slope,Wilderness,Soil_Type,Hillshade_9am,Hillshade_noon,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Fire_Points
12918,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,1,mid
12919,elevation_low,aspect_high,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,mid
12920,elevation_low,aspect_ultra,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_min,0,0,mid
12921,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,1,1,low
12922,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low
12923,elevation_medium,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,1,1,low
12924,elevation_medium,aspect_medium,slope_medium,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,1,low
12925,elevation_medium,aspect_ultra,slope_medium,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,low
12926,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low
12927,elevation_low,aspect_medium,slope_medium,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low
12928,elevation_low,aspect_ultra,slope_medium,cache,pachic_a,hillshade_9am_min,hillnoon_min,0,0,low
12929,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,low
12930,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,mid
12931,elevation_low,aspect_medium,slope_ultra,cache,ratake_a,hillshade_9am_max,hillnoon_min,1,1,mid
12932,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid
12933,elevation_low,aspect_medium,slope_ultra,cache,cathedral_a,hillshade_9am_max,hillnoon_min,0,0,low
12934,elevation_low,aspect_medium,slope_low,cache,bullwark_b,hillshade_9am_min,hillnoon_max,0,0,low
12935,elevation_low,aspect_ultra,slope_ultra,cache,vanet_c,hillshade_9am_min,hillnoon_min,1,1,low
12936,elevation_low,aspect_medium,slope_high,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,4,mid
12937,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,3,mid
12938,elevation_low,aspect_medium,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_max,0,0,mid
12939,elevation_low,aspect_low,slope_high,cache,pachic_a,hillshade_9am_min,hillnoon_min,0,0,low
12940,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,3,low
12941,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid
12942,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,1,low
12943,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,3,1,high
12944,elevation_high,aspect_ultra,slope_medium,comanche,leighcan_c,hillshade_9am_min,hillnoon_min,5,4,mid
12945,elevation_high,aspect_low,slope_medium,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,4,3,mid
12946,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,low
12947,elevation_low,aspect_medium,slope_low,cache,gateview_a,hillshade_9am_max,hillnoon_min,0,0,low
12948,elevation_low,aspect_ultra,slope_ultra,cache,vanet_c,hillshade_9am_min,hillnoon_min,2,1,low
12949,elevation_low,aspect_ultra,slope_medium,cache,vanet_a,hillshade_9am_min,hillnoon_min,2,3,low
12950,elevation_medium,aspect_low,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_min,4,4,mid
12951,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid
12952,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,3,mid
12953,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,mid
12954,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_max,3,2,mid
12955,elevation_low,aspect_ultra,slope_low,cache,cryaquolis_a,hillshade_9am_min,hillnoon_min,0,0,low
12956,elevation_medium,aspect_ultra,slope_low,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,low
12957,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low
12958,elevation_low,aspect_ultra,slope_medium,cache,bullwark_b,hillshade_9am_min,hillnoon_max,3,3,mid
12959,elevation_high,aspect_medium,slope_low,comanche,catamount_b,hillshade_9am_max,hillnoon_min,2,0,mid
12960,elevation_high,aspect_medium,slope_high,comanche,catamount_a,hillshade_9am_max,hillnoon_min,3,2,mid
12961,elevation_high,aspect_medium,slope_low,comanche,catamount_a,hillshade_9am_min,hillnoon_max,0,0,mid
12962,elevation_low,aspect_high,slope_low,cache,ratake_a,hillshade_9am_max,hillnoon_max,3,3,low
12963,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,mid
12964,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid
12965,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid
12966,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,3,mid
12967,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,1,1,mid
12968,elevation_low,aspect_medium,slope_medium,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,mid
12969,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low
12970,elevation_low,aspect_low,slope_low,cache,haploborolis_a,hillshade_9am_min,hillnoon_min,0,0,low
12971,elevation_low,aspect_low,slope_ultra,cache,vanet_a,hillshade_9am_max,hillnoon_min,0,1,low
12972,elevation_low,aspect_medium,slope_high,cache,bullwark_b,hillshade_9am_max,hillnoon_min,2,3,mid
12973,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,2,low
12974,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_i,hillshade_9am_max,hillnoon_max,0,0,high
12975,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,high
12976,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,2,low
12977,elevation_medium,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low
12978,elevation_low,aspect_medium,slope_medium,cache,cathedral_a,hillshade_9am_max,hillnoon_min,0,0,mid
12979,elevation_low,aspect_ultra,slope_medium,cache,cryaquolis_a,hillshade_9am_min,hillnoon_min,0,0,mid
12980,elevation_medium,aspect_low,slope_medium,cache,vanet_c,hillshade_9am_min,hillnoon_min,2,1,low
12981,elevation_ultra,aspect_ultra,slope_high,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,2,1,high
12982,elevation_ultra,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,5,4,mid
12983,elevation_high,aspect_high,slope_high,comanche,catamount_a,hillshade_9am_max,hillnoon_min,3,2,mid
12984,elevation_high,aspect_medium,slope_low,comanche,catamount_a,hillshade_9am_max,hillnoon_min,2,0,mid
12985,elevation_high,aspect_low,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,6,4,mid
12986,elevation_low,aspect_low,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_min,0,0,low
12987,elevation_low,aspect_high,slope_high,cache,vanet_a,hillshade_9am_min,hillnoon_max,4,4,low
12988,elevation_low,aspect_medium,slope_medium,cache,vanet_a,hillshade_9am_max,hillnoon_min,4,4,low
12989,elevation_low,aspect_medium,slope_low,cache,cryaquolis_a,hillshade_9am_max,hillnoon_min,0,0,mid
12990,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid
12991,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,3,mid
12992,elevation_low,aspect_ultra,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_max,0,0,mid
12993,elevation_low,aspect_medium,slope_medium,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low
12994,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,low
12995,elevation_low,aspect_medium,slope_ultra,cache,vanet_a,hillshade_9am_max,hillnoon_min,0,0,low
12996,elevation_low,aspect_low,slope_ultra,cache,ratake_a,hillshade_9am_min,hillnoon_min,2,3,mid
12997,elevation_low,aspect_low,slope_ultra,cache,ratake_a,hillshade_9am_min,hillnoon_min,0,1,mid
12998,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,1,3,mid
12999,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,mid
13000,elevation_high,aspect_low,slope_medium,comanche,catamount_b,hillshade_9am_min,hillnoon_min,4,1,low
13001,elevation_high,aspect_medium,slope_high,comanche,catamount_a,hillshade_9am_max,hillnoon_min,3,2,mid
13002,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,low
13003,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low
13004,elevation_medium,aspect_low,slope_low,cache,vanet_c,hillshade_9am_min,hillnoon_min,4,4,mid
13005,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid
13006,elevation_low,aspect_low,slope_low,cache,haploborolis_a,hillshade_9am_min,hillnoon_min,0,0,mid
13007,elevation_low,aspect_low,slope_low,cache,haploborolis_a,hillshade_9am_min,hillnoon_min,0,0,low
13008,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,mid
13009,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,mid
13010,elevation_low,aspect_medium,slope_high,cache,ratake_a,hillshade_9am_max,hillnoon_min,2,3,low
13011,elevation_medium,aspect_ultra,slope_medium,cache,vanet_c,hillshade_9am_min,hillnoon_min,5,4,low
13012,elevation_low,aspect_high,slope_low,cache,vanet_a,hillshade_9am_min,hillnoon_max,2,1,low
13013,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low
13014,elevation_low,aspect_high,slope_low,cache,cryaquolis_a,hillshade_9am_min,hillnoon_max,0,0,mid
13015,elevation_low,aspect_medium,slope_ultra,cache,bullwark_a,hillshade_9am_max,hillnoon_min,4,4,mid
13016,elevation_medium,aspect_ultra,slope_medium,cache,vanet_c,hillshade_9am_min,hillnoon_min,4,4,mid
13017,elevation_low,aspect_low,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,1,mid
13018,elevation_low,aspect_high,slope_low,cache,vanet_c,hillshade_9am_max,hillnoon_max,0,0,low
13019,elevation_low,aspect_medium,slope_medium,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low
13020,elevation_low,aspect_high,slope_medium,cache,bullwark_a,hillshade_9am_min,hillnoon_max,1,1,mid
13021,elevation_low,aspect_high,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_max,2,3,mid
13022,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid
13023,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,3,1,high
13024,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low
13025,elevation_low,aspect_ultra,slope_ultra,cache,vanet_a,hillshade_9am_min,hillnoon_max,4,3,low
13026,elevation_medium,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid
13027,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,2,mid
13028,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,1,mid
13029,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,1,mid
13030,elevation_medium,aspect_low,slope_low,cache,vanet_c,hillshade_9am_min,hillnoon_min,2,1,mid
13031,elevation_medium,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,1,low
13032,elevation_low,aspect_medium,slope_low,cache,pachic_a,hillshade_9am_max,hillnoon_min,0,0,low
13033,elevation_low,aspect_ultra,slope_medium,cache,bullwark_b,hillshade_9am_min,hillnoon_max,4,3,low
13034,elevation_low,aspect_medium,slope_high,cache,bullwark_a,hillshade_9am_max,hillnoon_min,0,0,mid
13035,elevation_low,aspect_ultra,slope_medium,cache,bullwark_a,hillshade_9am_min,hillnoon_max,1,0,mid
13036,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid
13037,elevation_low,aspect_medium,slope_ultra,cache,cathedral_a,hillshade_9am_max,hillnoon_min,0,1,low
13038,elevation_low,aspect_medium,slope_ultra,cache,cathedral_a,hillshade_9am_max,hillnoon_min,0,0,low
13039,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low
13040,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_max,1,0,high
13041,elevation_ultra,aspect_high,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_max,3,0,high
13042,elevation_high,aspect_high,slope_high,comanche,catamount_a,hillshade_9am_max,hillnoon_max,3,3,mid
13043,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,2,low
13044,elevation_low,aspect_medium,slope_medium,cache,ratake_a,hillshade_9am_max,hillnoon_min,0,0,low
13045,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,3,low
13046,elevation_low,aspect_ultra,slope_ultra,cache,vanet_a,hillshade_9am_min,hillnoon_min,4,4,low
13047,elevation_medium,aspect_medium,slope_medium,cache,vanet_c,hillshade_9am_max,hillnoon_min,5,4,low
13048,elevation_low,aspect_ultra,slope_medium,cache,cryaquolis_a,hillshade_9am_min,hillnoon_min,0,0,mid
13049,elevation_medium,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid
13050,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid
13051,elevation_low,aspect_medium,slope_medium,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,1,mid
13052,elevation_medium,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,low
13053,elevation_medium,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,low
13054,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low
13055,elevation_low,aspect_ultra,slope_low,cache,pachic_a,hillshade_9am_min,hillnoon_min,0,0,low
13056,elevation_low,aspect_medium,slope_medium,cache,pachic_a,hillshade_9am_max,hillnoon_min,0,0,low
13057,elevation_low,aspect_medium,slope_high,cache,bullwark_a,hillshade_9am_max,hillnoon_min,0,0,mid
13058,elevation_medium,aspect_medium,slope_medium,cache,ratake_a,hillshade_9am_max,hillnoon_min,4,3,low
13059,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,mid
13060,elevation_low,aspect_ultra,slope_high,cache,vanet_a,hillshade_9am_min,hillnoon_max,1,1,low
13061,elevation_low,aspect_ultra,slope_high,cache,vanet_a,hillshade_9am_min,hillnoon_min,3,1,mid
13062,elevation_medium,aspect_ultra,slope_ultra,cache,vanet_c,hillshade_9am_min,hillnoon_min,4,4,mid
13063,elevation_medium,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid
13064,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,mid
13065,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,2,mid
13066,elevation_low,aspect_high,slope_medium,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,1,1,mid
13067,elevation_low,aspect_medium,slope_medium,cache,ratake_a,hillshade_9am_max,hillnoon_min,0,0,mid
13068,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,mid
13069,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid
13070,elevation_medium,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,mid
13071,elevation_medium,aspect_ultra,slope_medium,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,1,low
13072,elevation_medium,aspect_ultra,slope_medium,cache,vanet_c,hillshade_9am_min,hillnoon_min,4,4,low
13073,elevation_low,aspect_medium,slope_ultra,cache,vanet_a,hillshade_9am_max,hillnoon_min,0,0,low
13074,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,1,0,low
13075,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_max,0,0,high
13076,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,high
13077,elevation_high,aspect_high,slope_high,comanche,catamount_b,hillshade_9am_max,hillnoon_max,4,3,low
13078,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low
13079,elevation_low,aspect_low,slope_medium,cache,cryaquolis_a,hillshade_9am_min,hillnoon_min,0,0,mid
13080,elevation_medium,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid
13081,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,mid
13082,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,3,mid
13083,elevation_low,aspect_high,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,1,1,mid
13084,elevation_low,aspect_high,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_max,0,1,mid
13085,elevation_low,aspect_ultra,slope_low,cache,bullwark_b,hillshade_9am_min,hillnoon_max,4,3,low
13086,elevation_low,aspect_medium,slope_medium,cache,bullwark_a,hillshade_9am_max,hillnoon_min,0,0,mid
13087,elevation_low,aspect_ultra,slope_medium,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,mid
13088,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,1,mid
13089,elevation_ultra,aspect_low,slope_high,rawah,moran_a,hillshade_9am_min,hillnoon_min,6,0,mid
13090,elevation_low,aspect_medium,slope_high,cache,cathedral_a,hillshade_9am_max,hillnoon_min,0,0,mid
13091,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,2,mid
13092,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,mid
13093,elevation_medium,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,1,low
13094,elevation_medium,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,low
13095,elevation_low,aspect_medium,slope_low,cache,pachic_a,hillshade_9am_min,hillnoon_min,0,0,low
13096,elevation_low,aspect_low,slope_low,cache,pachic_a,hillshade_9am_min,hillnoon_min,0,0,low
13097,elevation_low,aspect_medium,slope_low,cache,bullwark_a,hillshade_9am_max,hillnoon_min,0,0,mid
13098,elevation_ultra,aspect_low,slope_ultra,rawah,moran_a,hillshade_9am_min,hillnoon_min,6,1,mid
13099,elevation_high,aspect_ultra,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_max,5,3,mid
13100,elevation_high,aspect_low,slope_high,comanche,catamount_b,hillshade_9am_min,hillnoon_min,5,3,mid
13101,elevation_medium,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low
13102,elevation_medium,aspect_low,slope_low,cache,vanet_c,hillshade_9am_min,hillnoon_min,5,4,low
13103,elevation_low,aspect_high,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_max,0,1,mid
13104,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid
13105,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,1,mid
13106,elevation_medium,aspect_medium,slope_medium,cache,vanet_c,hillshade_9am_max,hillnoon_min,0,0,low
13107,elevation_medium,aspect_medium,slope_high,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,4,low
13108,elevation_low,aspect_ultra,slope_medium,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,low
13109,elevation_low,aspect_medium,slope_high,cache,vanet_a,hillshade_9am_max,hillnoon_min,2,1,low
13110,elevation_low,aspect_medium,slope_low,cache,vanet_a,hillshade_9am_max,hillnoon_min,0,0,low
13111,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,mid
13112,elevation_medium,aspect_low,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_min,4,4,low
13113,elevation_high,aspect_ultra,slope_high,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,2,0,mid
13114,elevation_medium,aspect_low,slope_low,cache,vanet_a,hillshade_9am_min,hillnoon_min,4,4,low
13115,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,4,low
13116,elevation_low,aspect_high,slope_low,cache,gateview_a,hillshade_9am_min,hillnoon_max,0,0,mid
13117,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,1,2,mid
13118,elevation_low,aspect_low,slope_medium,cache,vanet_a,hillshade_9am_min,hillnoon_min,4,4,mid
13119,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid
13120,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,mid
13121,elevation_medium,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid
13122,elevation_medium,aspect_medium,slope_low,cache,vanet_c,hillshade_9am_max,hillnoon_min,0,1,low
13123,elevation_medium,aspect_medium,slope_low,cache,vanet_c,hillshade_9am_max,hillnoon_min,0,0,low
13124,elevation_medium,aspect_medium,slope_ultra,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,4,low
13125,elevation_low,aspect_medium,slope_high,cache,vanet_a,hillshade_9am_max,hillnoon_min,0,0,low
13126,elevation_medium,aspect_medium,slope_medium,cache,vanet_a,hillshade_9am_max,hillnoon_min,4,3,low
13127,elevation_medium,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,5,4,low
13128,elevation_low,aspect_ultra,slope_medium,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low
13129,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_max,4,4,mid
13130,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid
13131,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,1,low
13132,elevation_low,aspect_low,slope_low,cache,vanet_a,hillshade_9am_min,hillnoon_min,0,0,low
13133,elevation_low,aspect_high,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_max,2,1,mid
13134,elevation_medium,aspect_low,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_min,4,4,low
13135,elevation_ultra,aspect_low,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_min,3,0,high
13136,elevation_ultra,aspect_ultra,slope_medium,rawah,moran_b,hillshade_9am_min,hillnoon_max,4,4,mid
13137,elevation_medium,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low
13138,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,mid
13139,elevation_medium,aspect_low,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_min,0,0,mid
13140,elevation_medium,aspect_ultra,slope_medium,cache,cryaquolis_a,hillshade_9am_min,hillnoon_min,0,0,mid
13141,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,2,low
13142,elevation_low,aspect_medium,slope_high,cache,vanet_a,hillshade_9am_max,hillnoon_min,1,1,low
13143,elevation_low,aspect_ultra,slope_low,cache,pachic_a,hillshade_9am_min,hillnoon_min,0,0,low
13144,elevation_low,aspect_ultra,slope_high,cache,bullwark_b,hillshade_9am_min,hillnoon_max,4,3,low
13145,elevation_low,aspect_ultra,slope_high,cache,bullwark_b,hillshade_9am_min,hillnoon_min,4,3,low
13146,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,high
13147,elevation_low,aspect_low,slope_low,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low
13148,elevation_low,aspect_high,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_max,4,4,mid
13149,elevation_medium,aspect_low,slope_medium,cache,vanet_b,hillshade_9am_min,hillnoon_min,3,1,mid
13150,elevation_medium,aspect_medium,slope_high,cache,vanet_b,hillshade_9am_max,hillnoon_min,0,1,mid
13151,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,low
13152,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_max,4,4,low
13153,elevation_low,aspect_ultra,slope_low,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,mid
13154,elevation_medium,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid
13155,elevation_medium,aspect_ultra,slope_medium,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid
13156,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_min,3,0,high
13157,elevation_high,aspect_ultra,slope_medium,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,4,3,high
13158,elevation_medium,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_max,4,4,low
13159,elevation_medium,aspect_medium,slope_medium,cache,vanet_a,hillshade_9am_max,hillnoon_min,4,4,low
13160,elevation_medium,aspect_high,slope_high,cache,vanet_a,hillshade_9am_min,hillnoon_max,4,4,low
13161,elevation_medium,aspect_high,slope_medium,cache,vanet_a,hillshade_9am_min,hillnoon_max,5,4,low
13162,elevation_low,aspect_ultra,slope_low,cache,cryaquolis_a,hillshade_9am_min,hillnoon_max,0,0,low
